Gene name	NCBI gene ID	UniProtKB Gene Name ID	UniProtKB Gene Name symbol
Slc25a39	68066	B0QZI6	Slc25a39
Slc25a39	68066	B0QZI7	Slc25a39
Slc25a39	68066	A2A697	Slc25a39
Olfr1372-ps1			
Gm48683			
Ambn	11698	O55189	Ambn
Ambn	11698	Q5M8P3	Ambn
Ppp6r3	52036	Q922D4	Ppp6r3
Ppp6r3	52036	G5E8R4	Ppp6r3
Ppp6r3	52036	A0A286YE88	Ppp6r3
Ppp6r3	52036	A0A286YD27	Ppp6r3
Gm37834			
Kcnmb2	72413	Q9CZM9	Kcnmb2
Kcnmb2	72413	B5BNW2	Kcnmb2
Kcnmb2	72413	A0A0A6YXE4	Kcnmb2
Gm48273			
Mul1	68350	Q8VCM5	Mul1
Gm46223			
Bod1-ps			
Gm48274			
Gm48275			
Gm11697			
Porcn	53627	Q9JJJ7	Porcn
Porcn	53627	S4R2I7	Porcn
Porcn	53627	S4R2F8	Porcn
Gm12206			
Gm14982			
Gm6991			
Gm48431			
Cactin	70312	Q9CS00	Cactin
Cactin	70312	A1L013	Cactin
Cactin	70312	A0A1W2P6J2	Cactin
Gm14976			
Gm46199			
Gm7790			
Gm14977			
Sh3rf2	269016	Q8BZT2	Sh3rf2
Olfr1371	276865	Q7TQT7	Olfr1371
Gm26708			
Gm45460			
Gm12306			
Gm16100			
Nkg7	72310	Q9CY55	Nkg7
Nkg7	72310	Q8C2L9	Nkg7
Pate8	100312948	B3GLJ4	Pate8
Zc3h12a	230738	Q5D1E7	Zc3h12a
Gm44826			
Ddx47	67755	Q9CWX9	Ddx47
Ddx47	67755	Q4VBG1	Ddx47
Ddx47	67755	D3YWF9	Ddx47
Ddx47	67755	A0A0N4SVK2	Ddx47
Ddx47	67755	A0A0N4SWC5	Ddx47
Gm44827			
Gm19114			
Gm2464			
Gm48700			
Gm48692			
Gm45459			
Nrxn3	18191	Q6P9K9	Nrxn3
Nrxn3	18191	Q8C985	Nrxn3
Nrxn3	18191	E9Q2X2	Nrxn3
Nrxn3	18191	E9Q3Q4	Nrxn3
Nrxn3	18191	A0A087WPQ9	Nrxn3
Gm4788	214403	E9PUM5	Gm4788
Gm4788	214403	E9Q8B5	Gm4788
Gm4788	214403	E9Q8B6	Gm4788
Gm12466			
Gm38033			
Gm45462			
Cnnm3	94218	Q32NY4	Cnnm3
Neurod2	18013	Q62414	Neurod2
Neurod2	18013	Q3TYB2	Neurod2
Olfr1443	258693	Q8VFW8	Olfr1443
Shroom2	110380	A2ALU4	Shroom2
Shroom2	110380	A7TU71	Shroom2
Gm2011			
Ints8	72656	Q80V86	Ints8
Ints8	72656	A2API3	Ints8
A430057M04Rik			
Gm45606			
Camk2n1	66259	Q6QWF9	Camk2n1
Olfr1081-ps1			
Comtd1	69156	Q8BIG7	Comtd1
Comtd1	69156	H3BJ37	Comtd1
Slc43a2	215113	Q8CGA3	Slc43a2
Slc43a2	215113	Q5ND25	Slc43a2
Slc43a2	215113	Q5ND23	Slc43a2
Slc43a2	215113	Q5ND24	Slc43a2
1700034I23Rik		Q9D9Q3	1700034I23Rik
Gm49772			
Gm12467			
Cphx1	105594	Q8BX39	Cphx3
Gm44136			
Ccdc59	52713	Q8R2N0	Ccdc59
Abhd18	269423	Q8C1A9	Abhd18
Abhd18	269423	E0CXU9	Abhd18
Abhd18	269423	E9PWH0	Abhd18
Abhd18	269423	E0CXH3	Abhd18
Abhd18	269423	A0A0N4SV44	Abhd18
Abhd18	269423	E0CXW1	Abhd18
Tpbpa	21984	Q9CPR0	Tpbpa
Tpbpa	21984	A0A286YCI4	Tpbpa
Tpbpa	21984	A0A286YCU7	Tpbpa
Tbr1	21375	Q64336	Tbr1
Tbr1	21375	A2AR81	Tbr1
Gm19013			
Olfr533	258056	Q7TRT7	Olfr533
Sycp3	20962	A2RSE7	Sycp3
Sycp3	20962	M0QW86	Sycp3
Sycp3	20962	M0QWF4	Sycp3
Gm37024			
Gm8061			
Gm38197			
Gm37652			
Gm10258			
Eif5	217869	P59325	Eif5
Eif5	217869	Q3TQR3	Eif5
Eif5	217869	Q8BVV6	Eif5
Eif5	217869	A0A1Y7VLK2	Eif5
Eif5	217869	A0A1Y7VNP4	Eif5
Eif5	217869	A0A1Y7VJG2	Eif5
Eif5	217869	A0A1Y7VLL6	Eif5
Eif5	217869	A0A1Y7VLQ0	Eif5
BC048671	243535		
Olfr569	259092	Q8VGZ2	Olfr569
Gm38362			
Mecomos			
Gm48298			
Mettl25	216292	H3BK52	Mettl25
Mettl25	216292	A0A0R4J0G2	Mettl25
Mettl25	216292	H3BJ85	Mettl25
Bccip	66165	Q9CWI3	Bccip
Sypl2	17306	O89104	Sypl2
Gm20091			
Gm38066			
Hspd1-ps3			
Vmn1r170	546944	K7N6W9	Vmn1r170
Gm7889			
Gm13509			
Arl14	71619	S4R1T9	Arl14
Gm13230			
Platr16			
Clcn1	12723	Q64347	Clcn1
Clcn1	12723	F7A9J6	Clcn1
Clcn1	12723	E9Q2N3	Clcn1
Mbd5	109241	B1AYB6	Mbd5
Mbd5	109241	Q3TTF1	Mbd5
Mbd5	109241	B1AYB7	Mbd5
Mbd5	109241	A0A0G2JG39	Mbd5
Mbd5	109241	B1AYB5	Mbd5
Gm14121			
Ms4a4d	66607	Q99N05	Ms4a4d
Tekt1	21689	Q9DAJ2	Tekt1
Tekt1	21689	Q5NBU4	Tekt1
Nat10	98956	Q8K224	Nat10
Nat10	98956	A2BH46	Nat10
Nat10	98956	E9Q498	Nat10
2200002J24Rik	69147	Q9D807	2200002J24Rik
Gm50185			
Resf1	67246	Q5DTW7	Resf1
Resf1	67246	B2KFD2	Resf1
Resf1	67246	A0A087WP74	Resf1
Resf1	67246	B2KFD0	Resf1
Resf1	67246	A0A087WP47	Resf1
Resf1	67246	A0A140T8R9	Resf1
Resf1	67246	A0A087WR65	Resf1
4930590J08Rik	381798		
Dhx32	101437	D3Z4E3	Dhx32
Dhx32	101437	D3Z255	Dhx32
Dhx32	101437	D3YZD7	Dhx32
Gm14128			
Chst13	71797	D3Z6E3	Chst13
Gm12142			
Chpt1	212862	Q8C025	Chpt1
Chpt1	212862	D3Z6W4	Chpt1
Chpt1	212862	D6RCW3	Chpt1
Chpt1	212862	F6X1K1	Chpt1
Chpt1	212862	D3YU39	Chpt1
Gm12268			
Hs3st5	319415	Q8BSL4	Hs3st5
Hs3st5	319415	B2RXW6	Hs3st5
Radx	102871	Q8C779	Radx
Gid4	66771	Q9CPY6	Gid4
2310040G07Rik			
Paics	67054	Q9DCL9	Paics
Paics	67054	D6RCU8	Paics
Paics	67054	D3Z6P1	Paics
Olfr534-ps1			
Gm44711			
Gm37980			
Tcrg-V6		A0A0G2JEL0	Tcrg-V6
Tcrg-V6		A0A075B5Y8	Tcrg-V6
Gm33312			
Tcrg-V4			
S100a1	20193	Q91V77	S100a1
S100a1	20193	D3YUT6	S100a1
Comp	12845	Q9R0G6	Comp
Med8	80509	Q9D7W5	Med8
Med8	80509	Q9DAY7	Med8
Med8	80509	Q9CY05	Med8
Med8	80509	A2A9C8	Med8
Med8	80509	A2A9C6	Med8
Tcrg-V7		A0A0A6YYE8	Tcrg-V7
Tcrg-V5		A0A075B5Y9	Tcrg-V5
Tcrg-V5		A0A0G2JGV5	Tcrg-V5
Gm31887			
1700003D09Rik			
Ppp1r1b	19049	Q60829	Ppp1r1b
Gm49367			
Acsl4	50790	Q9QUJ7	Acsl4
Acsl4	50790	Q91YN3	Acsl4
Gm48443			
Lmbr1l	74775	Q9D1E5	Lmbr1l
Gm15636			
Evl	14026	P70429	Evl
Evl	14026	E9PVP4	Evl
Evl	14026	A0A1Y7VJA2	Evl
Evl	14026	F8WJB9	Evl
Pate14	235973	Q3UN54	Sslp1
Pate14	235973	V9GXC5	Pate14
Gm12267			
Hspg2	15530	B1B0C7	Hspg2
Hspg2	15530	E9PZ16	Hspg2
Atpaf2	246782	Q91YY4	Atpaf2
Atpaf2	246782	A0A0R4J1C5	Atpaf2
1700041M05Rik			
Pigo	56703	Q562G0	Pigo
Pigo	56703	A2AG36	Pigo
Bcas2	68183	Q9D287	Bcas2
Bcas2	68183	D6RGA5	Bcas2
Bcas2	68183	D6RHR7	Bcas2
Gm2673			
Plekho1	67220	Q9JIY0	Plekho1
Plekho1	67220	F6XQM2	Plekho1
Plekho1	67220	F6VV25	Plekho1
Plekho1	67220	D3YVD1	Plekho1
Gm15148			
Cxcl10	15945	P17515	Cxcl10
Cxcl10	15945	Q548V9	Cxcl10
Cxcl10	15945	D3YW23	Cxcl10
Gm13223			
Gm47054			
Smarca5-ps			
4930518I17Rik			
Gm13229			
Adarb1	110532	Q91ZS8	Adarb1
Adarb1	110532	D6RGS1	Adarb1
Adarb1	110532	D6RDS5	Adarb1
Gm49270			
Gm15782			
Gm15784			
Vmn1r171	81012	Q9EPS6	Vmn1r171
Vmn1r171	81012	A0A2I3BQT3	Vmn1r171
Gm15786			
Gm15783			
Zfp990	101056073	B1AVN5	Zfp990
Zfp990	101056073	B1AVN4	Zfp990
1700027I24Rik			
Ptma	19231	P26350	Ptma
Ptma	19231	Q0VGU2	Ptma
Ptma	19231	A0A087WP98	Ptma
Ptma	19231	A0A087WQN2	Ptma
Ptma	19231	A0A087WPN6	Ptma
Gm38306			
Gm10212			
Gm38275			
Ppat	231327	Q8CIH9	Ppat
Ppat	231327	D6RHB8	Ppat
Gm37098			
Gm37537			
Ptpn20	19256	O55082	Ptpn20
Ptpn20	19256	A0A2I3BQP0	Ptpn20
Traf6	22034	P70196	Traf6
Gm13668			
Pld1	18805	Q6NVF2	Pld1
Pld1	18805	D6RH77	Pld1
Pld1	18805	D3Z2V2	Pld1
Gm44076			
A630050E04Rik			
Gm28640			
Gal3st2c	619597	Q3ULK5	Gal3st2c
Gm13667			
A230004M16Rik			
4930441J16Rik			
Gm17213			
Ppm1l	242083	Q8BHN0	Ppm1l
Gm27024			
Orc4	26428	O88708	Orc4
Orc4	26428	Q9CZF7	Orc4
Orc4	26428	A2AI40	Orc4
Orc4	26428	A2AI43	Orc4
Orc4	26428	A2AI42	Orc4
Gpr143	18241	P70259	Gpr143
Gpr143	18241	Q549B6	Gpr143
Gabrg2	14406	P22723	Gabrg2
Gabrg2	14406	Q8C7N0	Gabrg2
Ccdc172	75645	Q810N9	Ccdc172
Gm16471			
Kiss1r	114229	Q91V45	Kiss1r
Kiss1r	114229	B2CP06	Kiss1r
Kiss1r	114229	C5H7S2	Kiss1r
Gm29262			
Gm21978			
Gm29263			
Gm13228			
Cxcl11		M0QWR7	Cxcl11
Gm44524			
Gm13226			
Gm10731			
Gm13222			
6430590A07Rik			
Mfsd8	72175	Q8BH31	Mfsd8
Mfsd8	72175	A0A0N4SWC1	Mfsd8
Mfsd8	72175	A0A0N4SVE9	Mfsd8
Mfsd8	72175	A0A0N4SUV8	Mfsd8
Ap2a2	11772	P17427	Ap2a2
Ap2a2	11772	A0A0J9YUA7	Ap2a2
Gm42559			
Gm43272			
Gm17212			
Fam193a	231128	Q8CGI1	Fam193a
Fam193a	231128	A0A0J9YTZ5	Fam193a
Fam193a	231128	M0QWZ1	Fam193a
Fam193a	231128	M0QWS6	Fam193a
Gm10577			
Gm17214			
Cachd1	320508	Q6PDJ1	Cachd1
Cachd1	320508	Z4YK18	Cachd1
Gm43273			
Cds1	74596	P98191	Cds1
St6galnac6	50935	Q9JM95	St6galnac6
St6galnac6	50935	E9PUI0	St6galnac6
St6galnac6	50935	A0A0A6YW64	St6galnac6
St6galnac6	50935	Z4YN31	St6galnac6
St6galnac6	50935	A0A0A6YW84	St6galnac6
St6galnac6	50935	Z4YMI1	St6galnac6
St6galnac6	50935	Z4YLR0	St6galnac6
St6galnac6	50935	Z4YLN2	St6galnac6
Gm36550			
Gm12264			
Gm8796			
Ppih	66101	Q9D868	Ppih
Ppih	66101	Q4G0C5	Ppih
Ppih	66101	A2BGI9	Ppih
Ppih	66101	A2BGI8	Ppih
Ptpdc1	218232	Q6NZK8	Ptpdc1
Ptpdc1	218232	A0A1Y7VLX3	Ptpdc1
Gm48363			
1700007J10Rik			
Art3	109979	F6Z2C7	Art3
Art3	109979	E9Q7Q8	Art3
Art3	109979	E9QNU1	Art3
Art3	109979	E9Q8Z0	Art3
Art3	109979	E9PVX7	Art3
Art3	109979	E9Q630	Art3
Art3	109979	A0A0R4J1M9	Art3
Art3	109979	E9Q7Z7	Art3
Art3	109979	A0A0R4J1Q4	Art3
Art3	109979	E9Q9Q8	Art3
Art3	109979	E9Q984	Art3
Art3	109979	A0A0R4J1N4	Art3
Art3	109979	E9Q1U7	Art3
Gm48376			
Zfp830	66983	Q8R1N0	Znf830
Gm48377			
Gm13924			
Gm48510			
Trgj1			
R3hdm4	109284	Q4VBF2	R3hdm4
R3hdm4	109284	B2RRK4	R3hdm4
R3hdm4	109284	A0A1W2P759	R3hdm4
R3hdm4	109284	A0A1W2P6T7	R3hdm4
R3hdm4	109284	A0A1W2P7J8	R3hdm4
R3hdm4	109284	A0A1W2P823	R3hdm4
Olfr1153	258633	A0A1L1SUW4	Olfr1153
Olfr1153	258633	A2AVC0	Olfr1153
Slc2a4	20528	P14142	Slc2a4
Slc2a4	20528	J3QK17	Slc2a4
Slc2a4	20528	J3QNF4	Slc2a4
Slc2a4	20528	J3QP46	Slc2a4
Slc2a4	20528	J3QMU2	Slc2a4
Rps15a-ps1			
Igkv3-11			
Gm13925			
Gm11423			
Mrc2	17534	Q64449	Mrc2
Mrc2	17534	A2AAA9	Mrc2
Zfp292	30046	Q9Z2U2	Zfp292
Gna11	14672	P21278	Gna11
Gna11	14672	Q3UPA1	Gna11
Gm26931			
Bdnf	12064	P21237	Bdnf
Bdnf	12064	Q541P3	Bdnf
Bdnf	12064	A2AII2	Bdnf
Bdnf	12064	H9H9S8	Bdnf
Fank1	66930	Q9DAM9	Fank1
Fank1	66930	A0A1B0GSJ7	Fank1
Fank1	66930	A0A1B0GRK5	Fank1
Fank1	66930	D3Z7V1	Fank1
Fank1	66930	D3YW22	Fank1
Gm13212	433801	B1ASQ7	Gm13212
Gm13212	433801	E9PWQ2	Gm13212
Gm13212	433801	B1ASQ6	Gm13212
6820402A03Rik			
Rpe	66646	Q8VEE0	Rpe
Rpe	66646	B2KGF0	Rpe
Rpe	66646	M0QWJ2	Rpe
Rpe	66646	A0A087WQM3	Rpe
Rpe	66646	M0QWQ0	Rpe
Gm43457			
Gm13234			
Gm8341			
Gm49166			
Gm18741			
Olfr1154	258641	L7MU57	Olfr1154
Gm46498			
Kat7	217127	Q5SVQ0	Kat7
Kat7	217127	Q1AJD0	Kat7
Kat7	217127	Q3TD41	Kat7
Cfhr2	545366	Q61405	Cfhr2
Cfhr2	545366	Q4LDF6	Cfhr2
Zfp37	22696	P17141	Zfp37
Zfp37	22696	A0A1Y7VJF3	Zfp37
Zfp37	22696	Q6P3Z4	Zfp37
Zfp37	22696	A0A1D5RLS9	Zfp37
Zfp37	22696	A0A1Y7VLM5	Zfp37
Zfp37	22696	A0A1Y7VJ69	Zfp37
B230110G15Rik			
Lmo3	109593	Q8BZL8	Lmo3
Lmo3	109593	E0CY33	Lmo3
Lmo3	109593	E0CYK7	Lmo3
Lmo3	109593	E0CXD7	Lmo3
Lmo3	109593	E9PWI9	Lmo3
Pus10	74467	Q9D3U0	Pus10
Pus10	74467	B0QZU5	Pus10
Khk	16548	A0A0J9YUK6	Khk
Khk	16548	A0A0J9YU79	Khk
Khk	16548	E9Q1Q9	Khk
Khk	16548	A0A0J9YTU1	Khk
Gm38185			
Unc79	217843	Q0KK59	Unc79
Unc79	217843	E5CYJ9	Unc79
Unc79	217843	J3QNP0	Unc79
Unc79	217843	G8JL63	Unc79
Unc79	217843	J3QMH8	Unc79
Unc79	217843	J3QP77	Unc79
Olfr1155	258636	Q8VFR3	Olfr1155
Gm8601			
Gm48505			
Gm12363			
Gm33843			
Olfr1156	258814	A2AVC3	Olfr1156
Olfr570	259114	Q8VH12	Olfr570
Olfr871	258905	Q7TRF0	Olfr871
Zfp446	269870	Q8C9M8	Zfp446
Zfp446	269870	Q149D4	Zfp446
Zfp446	269870	G3X9U2	Zfp446
Zfp446	269870	E9Q6F9	Zfp446
Gm45304			
1700031P21Rik			
Gm48210			
Gm5117			
Cstdc7			
Cenpo	52504	Q8K015	Cenpo
Cenpo	52504	B8JK52	Cenpo
Cenpo	52504	B8JK51	Cenpo
Btbd35f27	100042275	Q5FWA1	Btbd35f27
Gm35239			
Uros	22276	P51163	Uros
Uros	22276	Q3TPL3	Uros
Uros	22276	Q3UG55	Uros
Uros	22276	E9Q9B5	Uros
Uros	22276	E9Q8N3	Uros
Uros	22276	E9PYC9	Uros
Uros	22276	A0A1B0GR97	Uros
Gm18086			
Gm14370			
Plac8l1	69401	Q08EJ0	Plac8l1
Plac8l1	69401	A0A494BB67	Plac8l1
Skap1	78473	Q3UUV5	Skap1
Skap1	78473	Q3U5H2	Skap1
Skap1	78473	B1AQX5	Skap1
Skap1	78473	B1AQX1	Skap1
Dhdds	67422	Q99KU1	Dhdds
Dhdds	67422	A3KGK9	Dhdds
Dhdds	67422	A3KGL0	Dhdds
Dhdds	67422	A3KGL2	Dhdds
Dhdds	67422	A3KGL3	Dhdds
1810007D17Rik			
Mrpl15	27395	Q9CPR5	Mrpl15
Mrpl15	27395	A0A0A6YVP4	Mrpl15
Mrpl15	27395	F8WHN1	Mrpl15
Gm7034			
Gm6419			
Osbpl3	71720	Q9DBS9	Osbpl3
Osbpl3	71720	D3YVF7	Osbpl3
Osbpl3	71720	D3Z194	Osbpl3
Osbpl3	71720	A0A0N4SVU7	Osbpl3
Osbpl3	71720	D3YTT6	Osbpl3
Osbpl3	71720	A0A0N4SV33	Osbpl3
Osbpl3	71720	F8WH20	Osbpl3
A830011K09Rik			
Rdh19	216453	G5E8H9	Rdh19
Klhl22	224023	Q99JN2	Klhl22
Klhl22	224023	A0A338P748	Klhl22
Klhl22	224023	D3Z2R6	Klhl22
Klhl22	224023	D3Z7N9	Klhl22
Klhl22	224023	D3YZH5	Klhl22
Pde6d	18582	O55057	Pde6d
Pde6d	18582	Q3TDQ8	Pde6d
Pde6d	18582	M0QWR1	Pde6d
Pde6d	18582	M0QWG6	Pde6d
Gm20638			
Tbxa2r	21390	P30987	Tbxa2r
Tbxa2r	21390	Q5FW61	Tbxa2r
Gm45346			
Gm38162			
Gm48379			
Gm37755			
Gm30332			
Olfr146	258742	Q60884	Olfr146
Olfr146	258742	A0A1L1SSX4	Olfr146
Olfr146	258742	A0A1L1SV60	Olfr146
Gm15789			
Gm18763			
Gm16982			
Olfr872	258553	E9PVW2	Olfr872
Gm37285			
Gm48380			
Kansl1l	68691	E9QLE2	Kansl1l
Tcrg-C1			
Metap1	75624	Q8BP48	Metap1
Metap1	75624	Q4VAA9	Metap1
Metap1	75624	A0A0G2JFL1	Metap1
Metap1	75624	A0A0G2JF71	Metap1
Gm44775			
Gm43568			
Pex11g	69129	Q6P6M5	Pex11g
Ptcd3	69956	Q14C51	Ptcd3
Ptcd3	69956	A0A0U1RQ61	Ptcd3
Cd19	12478	P25918	Cd19
Cd19	12478	A0A0X1KG58	Cd19
Fam131b	76156	Q3TY60	Fam131b
Fam131b	76156	E9Q8P8	Fam131b
Olfr1082	404473	A0A1L1SUC9	Olfr1082
Olfr1083-ps			
Olfr169	258158	Q7TS53	Olfr169
Ddx59	67997	Q9DBN9	Ddx59
Ptrhd1	69709	D3Z4S3	Ptrhd1
Gm37152			
Tal1	21349	P22091	Tal1
Tal1	21349	Q3TZH7	Tal1
Tal1	21349	A2AD40	Tal1
Lman1	70361	Q9D0F3	Lman1
Lman1	70361	D3Z5B9	Lman1
Gm17816			
Gm29696			
Adcy3	104111	Q8VHH7	Adcy3
Adcy3	104111	B8JK56	Adcy3
Zfp106	20402	E9PVH6	Zfp106
Zfp106	20402	E9Q7S1	Zfp106
Zfp106	20402	R4GML0	Zfp106
Zfp106	20402	F6UL00	Zfp106
Gm12143			
Gm42715		A0A087WP63	Gm42715
Gm49108			
Gm50027			
Ms4a6d	68774	Q2TVW7	Ms4a6d
Ms4a6d	68774	F6V7U2	Ms4a6d
Tubgcp4	51885	Q9D4F8	Tubgcp4
Tubgcp4	51885	Q8BKL6	Tubgcp4
Tubgcp4	51885	Q8BYN2	Tubgcp4
Tubgcp4	51885	Q543T6	Tubgcp4
Xpr1	19775	Q9Z0U0	Xpr1
Xpr1	19775	D3Z2B4	Xpr1
Gm18033			
Gm28697			
Olfr936	100503486	J3KMV2	Olfr936
Gm20843	108168524	J3QNI1	Gm21209
Gm20843	108168524	A0A087WQA3	Gm20937
Gm20843	108168530	J3QNI1	Gm21209
Gm20843	108168530	A0A087WQA3	Gm20937
Gm20843	108168532	J3QNI1	Gm21209
Gm20843	108168532	A0A087WQA3	Gm20937
Gm28554			
Gm11892			
9230116N13Rik			
Sdc1	20969	P18828	Sdc1
Sdc1	20969	Q3V1F2	Sdc1
Sdc1	20969	E0CYT6	Sdc1
Gm5981			
Gm38387			
Gm37570			
Slc35d3	76157	Q8BGF8	Slc35d3
Slc35d3	76157	B9EI54	Slc35d3
Gm43724			
Gm43725			
Igkv3-10		A0A075B5N8	Igkv3-10
Igkv3-10		A0A0G2JGN0	Igkv3-10
Gm13257			
Gm44266			
Snhg18			
Tent5b	100342	Q8C152	Tent5b
Srcap	100043597	Q8BQA6	Srcap
Srcap	100043597	A0A087WS36	Srcap
Srcap	100043597	A0A087WQ44	Srcap
Srcap	100043597	A0A087WNL7	Srcap
Srcap	100043597	E9Q9V7	Srcap
Srcap	100043597	A0A087WNX7	Srcap
Srcap	100043597	A0A087WQY5	Srcap
Srcap	100043597	A0A087WSL6	Srcap
Tnfrsf11b	18383	O08712	Tnfrsf11b
Tnfrsf11b	18383	Q3UK97	Tnfrsf11b
Pex13	72129	Q9D0K1	Pex13
Pex13	72129	D6RH41	Pex13
Gm5525			
Gm13337			
AC125120.1			
Vwa5b1	75718	A9Z1V5	Vwa5b1
Vwa5b1	75718	B1AZ81	Vwa5b1
Vwa5b1	75718	E9Q709	Vwa5b1
Gm29182			
Pnlip	69060	Q6P8U6	Pnlip
Pnlip	69060	A0A494B914	Pnlip
Scgb2b10	624584		
Olfr1084	258235	A0A1L1STZ9	Olfr1084
Gm16596			
Gm7858			
Ints6l	236790	Q8BND4	Ints6l
Ints6l	236790	E9PXU1	Ints6l
Olfr937	258431	Q9EQB4	Olfr937
Ercc6l	236930	Q8BHK9	Ercc6l
Igkv3-9		A0A140T8P4	Igkv3-9
Gipc3	209047	Q8R5M0	Gipc3
Gm20844	108168612		
Gm9993			
Gm33467			
Elovl2	54326	Q9JLJ4	Elovl2
Elovl2	54326	A0A0R4J1P7	Elovl2
Elovl2	54326	Q543J1	Elovl2
Degs2	70059	Q8R2F2	Degs2
Rhox2f	434764	A2ANE0	Rhox2f
Scgb1b10	102635992	A0A087WPW0	Scgb1b10
Wac	225131	Q924H7	Wac
Wac	225131	F7A7S5	Wac
Wac	225131	E9Q6U6	Wac
Wac	225131	E9PXS5	Wac
Wac	225131	E9Q020	Wac
Wac	225131	E9Q4Y9	Wac
Wac	225131	E9PVK9	Wac
Wac	225131	E9Q5D5	Wac
Wac	225131	E9PZH6	Wac
Gm37144			
Gm11891			
Gm37770			
Gm13510			
Grb10	14783	Q5SUW3	Grb10
Grb10	14783	Q5SUW0	Grb10
Grb10	14783	B1ATS7	Grb10
Grb10	14783	B1ATS8	Grb10
Atad5	237877	Q4QY64	Atad5
Atad5	237877	Z4YKQ9	Atad5
Gm5155	381852	A0A3Q4EGJ1	Gm5155
Gm12310			
Acvr2a	11480	P27038	Acvr2a
Acvr2a	11480	A2AI38	Acvr2a
Gm44165			
Gm37305			
Gm21256		J3QP42	Gm28891
Gm21256		A0A087WRF5	Gm20792
Tarm1	245126	B6A8R8	Tarm1
Tarm1	245126	A0A0N4SVP3	Tarm1
Tarm1	245126	A0A0R3P9C5	Tarm1
Gm47201			
Gm43060			
Gm49176			
Gm37815			
Gm12274			
Ccnl1	56706	Q52KE7	Ccnl1
Ccnl1	56706	F6WYR6	Ccnl1
Ccnl1	56706	F6WST0	Ccnl1
Gm19207			
Olfr211	258914	Q8VGH2	Olfr211
Gm27243			
Gm40975			
Specc1	432572	Q5SXY1	Specc1
Specc1	432572	A0A0J9YUR2	Specc1
Specc1	432572	A0A0J9YTU3	Specc1
Specc1	432572	A0A0J9YUG8	Specc1
Specc1	432572	A0A0J9YUF8	Specc1
Specc1	432572	A0A0J9YV86	Specc1
Specc1	432572	A0A0J9YV47	Specc1
Abcd4	19300	O89016	Abcd4
Abcd4	19300	A0A1Y7VM74	Abcd4
Abcd4	19300	A0A1Y7VMS0	Abcd4
Abcd4	19300	A0A1Y7VMF7	Abcd4
Eml1	68519	Q05BC3	Eml1
Eml1	68519	D3Z4J9	Eml1
Eml1	68519	D6RII3	Eml1
Vmn2r43	381838	Q80Z08	Vmn2r43
Gm38211			
Olfr212	258019	Q7TS33	Olfr212
Col5a2	12832	Q3U962	Col5a2
Gm40976			
Gm29056			
Gm42196			
Ankrd23	78321	Q812A3	Ankrd23
Ankrd23	78321	A2RT50	Ankrd23
Ankrd23	78321	B7ZNT7	Ankrd23
Ankrd23	78321	A0A0A6YW48	Ankrd23
Gm3654			
Vmn1r120	435953	K7N6J6	Vmn1r120
Gngt1	14699	Q61012	Gngt1
Olfr213	258020	Q7TS32	Olfr213
Foxi1	14233	Q922I5	Foxi1
Ftl2-ps			
Grik3	14807	B1AS29	Grik3
Gm14367			
Ing3	71777	Q8VEK6	Ing3
Ing3	71777	D3YUP8	Ing3
Ing3	71777	D3YX13	Ing3
Ing3	71777	S4R1J3	Ing3
Ing3	71777	S4R2I3	Ing3
Ing3	71777	A0A0N4SW64	Ing3
Rps17-ps1			
Gm11346			
Igbp1b	50540	A0A0B4J1F7	Igbp1b
Gm37435			
Mlc1	170790	Q8VHK5	Mlc1
Mlc1	170790	E9QP87	Mlc1
Slc9a4	110895	Q8BUE1	Slc9a4
Foxk2	68837	Q3UCQ1	Foxk2
Gm9038			
Gm8232	666678		
Gm44267			
Gm11389			
Gm44268			
4922502N22Rik			
Smndc1	76479	Q8BGT7	Smndc1
Smndc1	76479	A0A494BA53	Smndc1
Smndc1	76479	A0A494BAA2	Smndc1
Smndc1	76479	A0A494BAP9	Smndc1
Gm21991			
Gm49779			
Gm48512			
Katnal2	71206	Q9D3R6	Katnal2
Katnal2	71206	D6RGM7	Katnal2
Katnal2	71206	D3Z4J2	Katnal2
Katnal2	71206	D3Z087	Katnal2
Katnal2	71206	D3Z0U5	Katnal2
Katnal2	71206	D6RI39	Katnal2
1110002L01Rik			
Rergl	632971	B2RVE2	Rergl
BC061237	385138	Q6P8I2	BC061237
Ddx21	56200	Q9JIK5	Ddx21
Gm5580		A0A0N4SVP8	Gm5580
Gm37566			
Gm45670			
Gm37518			
Gm15483			
Gm17184			
Gm48511			
Gm17183			
Gm17093			
Kif3c	16570	O35066	Kif3c
Kif3c	16570	Q3UT07	Kif3c
Acsm5	272428	Q8BGA8	Acsm5
Acsm5	272428	Q6P8J0	Acsm5
Acsm5	272428	A0A140LHR8	Acsm5
Acsm5	272428	A0A140LI83	Acsm5
4930404I20Rik			
BC024139	271278	Q8BVJ3	BC024139
BC024139	271278	E9Q3A6	BC024139
BC024139	271278	E9PXU3	BC024139
Gm35801			
Ankrd39	109346	Q9D2X0	Ankrd39
Ankrd39	109346	A0A140LJ63	Ankrd39
Ankrd39	109346	Q14A32	Ankrd39
Ankrd39	109346	A0A0A6YWV1	Ankrd39
Gm31172			
Gm45479			
Gm37745			
Gm47908			
Gm29657			
Gm8338			
Vmn1r-ps74			
Gm3851			
Itih3	16426	Q61704	Itih3
